N_W,N_L,P_W,P_L,Corner,Temperature,Power
0.1u,0.1u,0.125u,0.1u,FF,0,1.3753743556940848e-08
0.1u,0.1u,0.125u,0.1u,FF,70,3.6300373090112974e-08
0.1u,0.1u,0.125u,0.1u,TT,0,8.633971104511918e-09
0.1u,0.1u,0.125u,0.1u,FF,27,2.0892535814973052e-08
0.1u,0.1u,0.125u,0.1u,TT,70,2.1960366917872172e-08
0.1u,0.1u,0.125u,0.1u,TT,27,1.2666360344768972e-08
0.1u,0.1u,0.450u,0.1u,FF,0,1.7785012980189283e-08
0.1u,0.1u,0.450u,0.1u,FF,70,3.796412146292573e-08
0.1u,0.1u,0.450u,0.1u,TT,0,5.211555850360389e-09
0.1u,0.1u,0.450u,0.1u,FF,27,2.3650698962024444e-08
0.1u,0.1u,0.450u,0.1u,TT,70,2.417015321581041e-08
0.1u,0.1u,0.450u,0.1u,TT,27,9.515143446935013e-09
0.1u,0.1u,0.250u,0.1u,FF,0,7.92407032936914e-09
0.1u,0.1u,0.250u,0.1u,FF,70,3.2194454340564535e-08
0.1u,0.1u,0.250u,0.1u,TT,0,5.771747904127694e-09
0.1u,0.1u,0.250u,0.1u,FF,27,1.576528169346669e-08
0.1u,0.1u,0.250u,0.1u,TT,70,2.217296105841116e-08
0.1u,0.1u,0.250u,0.1u,TT,27,1.1259945491050272e-08
0.1u,0.1u,0.300u,0.1u,FF,0,9.579384790796338e-09
0.1u,0.1u,0.300u,0.1u,FF,70,3.2313620882449696e-08
0.1u,0.1u,0.300u,0.1u,TT,0,4.025454278149491e-09
0.1u,0.1u,0.300u,0.1u,FF,27,1.6360977792740828e-08
0.1u,0.1u,0.300u,0.1u,TT,70,2.069920406677755e-08
0.1u,0.1u,0.300u,0.1u,TT,27,9.433868158385564e-09
0.1u,0.1u,0.200u,0.1u,FF,0,8.655809806200996e-09
0.1u,0.1u,0.200u,0.1u,FF,70,3.378453313187735e-08
0.1u,0.1u,0.200u,0.1u,TT,0,8.326188946262164e-09
0.1u,0.1u,0.200u,0.1u,FF,27,1.6867997575404895e-08
0.1u,0.1u,0.200u,0.1u,TT,70,2.3160226322834107e-08
0.1u,0.1u,0.200u,0.1u,TT,27,1.3145008373508802e-08
0.1u,0.1u,0.425u,0.1u,FF,0,1.6923938594010587e-08
0.1u,0.1u,0.425u,0.1u,FF,70,3.6913770469305e-08
0.1u,0.1u,0.425u,0.1u,TT,0,4.397794211381504e-09
0.1u,0.1u,0.425u,0.1u,FF,27,2.2483416445379744e-08
0.1u,0.1u,0.425u,0.1u,TT,70,2.4454759861184365e-08
0.1u,0.1u,0.425u,0.1u,TT,27,9.098169981227248e-09
0.1u,0.1u,0.350u,0.1u,FF,0,1.2585318081236378e-08
0.1u,0.1u,0.350u,0.1u,FF,70,3.3698783552063335e-08
0.1u,0.1u,0.350u,0.1u,TT,0,3.2880500670895317e-09
0.1u,0.1u,0.350u,0.1u,FF,27,1.860750439969121e-08
0.1u,0.1u,0.350u,0.1u,TT,70,1.9959057777792962e-08
0.1u,0.1u,0.350u,0.1u,TT,27,8.61277107144808e-09
0.1u,0.1u,0.225u,0.1u,FF,0,8.009069718857183e-09
0.1u,0.1u,0.225u,0.1u,FF,70,3.2769884091941566e-08
0.1u,0.1u,0.225u,0.1u,TT,0,7.0656212051874145e-09
0.1u,0.1u,0.225u,0.1u,FF,27,1.585272398568975e-08
0.1u,0.1u,0.225u,0.1u,TT,70,2.28048554661124e-08
0.1u,0.1u,0.225u,0.1u,TT,27,1.2369111001398038e-08
0.1u,0.1u,0.400u,0.1u,FF,0,1.5649910881136223e-08
0.1u,0.1u,0.400u,0.1u,FF,70,3.5811028516417265e-08
0.1u,0.1u,0.400u,0.1u,TT,0,3.851822261393878e-09
0.1u,0.1u,0.400u,0.1u,FF,27,2.123383849534905e-08
0.1u,0.1u,0.400u,0.1u,TT,70,1.994369815774933e-08
0.1u,0.1u,0.400u,0.1u,TT,27,8.867136736758209e-09
0.1u,0.1u,0.475u,0.1u,FF,0,1.8350479412074007e-08
0.1u,0.1u,0.475u,0.1u,FF,70,3.891498788269768e-08
0.1u,0.1u,0.475u,0.1u,TT,0,6.1060468081702766e-09
0.1u,0.1u,0.475u,0.1u,FF,27,2.4456786467742423e-08
0.1u,0.1u,0.475u,0.1u,TT,70,2.1118945392700093e-08
0.1u,0.1u,0.475u,0.1u,TT,27,1.0203694428929247e-08
0.1u,0.1u,0.375u,0.1u,FF,0,1.4161648356463734e-08
0.1u,0.1u,0.375u,0.1u,FF,70,3.470340451055571e-08
0.1u,0.1u,0.375u,0.1u,TT,0,3.549891806368652e-09
0.1u,0.1u,0.375u,0.1u,FF,27,1.992047374597968e-08
0.1u,0.1u,0.375u,0.1u,TT,70,1.984793946311117e-08
0.1u,0.1u,0.375u,0.1u,TT,27,8.471915845951899e-09
0.1u,0.1u,0.575u,0.1u,FF,0,1.896329031943762e-08
0.1u,0.1u,0.575u,0.1u,FF,70,4.121675944091692e-08
0.1u,0.1u,0.575u,0.1u,TT,0,1.0023901725527609e-08
0.1u,0.1u,0.575u,0.1u,FF,27,2.5887423919640325e-08
0.1u,0.1u,0.575u,0.1u,TT,70,2.3615060080423723e-08
0.1u,0.1u,0.575u,0.1u,TT,27,1.349119163561454e-08
0.1u,0.1u,0.525u,0.1u,FF,0,1.9024192596658773e-08
0.1u,0.1u,0.525u,0.1u,FF,70,4.0530813108361683e-08
0.1u,0.1u,0.525u,0.1u,TT,0,8.071622622345449e-09
0.1u,0.1u,0.525u,0.1u,FF,27,2.5451476525008746e-08
0.1u,0.1u,0.525u,0.1u,TT,70,2.237133753070965e-08
0.1u,0.1u,0.525u,0.1u,TT,27,1.1834328696180589e-08
0.1u,0.1u,0.325u,0.1u,FF,0,1.1013762806968018e-08
0.1u,0.1u,0.325u,0.1u,FF,70,3.283531788429368e-08
0.1u,0.1u,0.325u,0.1u,TT,0,3.4885887394016883e-09
0.1u,0.1u,0.325u,0.1u,FF,27,1.7339145773616215e-08
0.1u,0.1u,0.325u,0.1u,TT,70,2.015444933964193e-08
0.1u,0.1u,0.325u,0.1u,TT,27,8.954347516825425e-09
0.1u,0.1u,0.150u,0.1u,FF,0,1.229314640692951e-08
0.1u,0.1u,0.150u,0.1u,FF,70,3.5930801243745025e-08
0.1u,0.1u,0.150u,0.1u,TT,0,9.209445785538476e-09
0.1u,0.1u,0.150u,0.1u,FF,27,2.0010951018182612e-08
0.1u,0.1u,0.150u,0.1u,TT,70,2.279638662566181e-08
0.1u,0.1u,0.150u,0.1u,TT,27,1.3308937548462992e-08
