N_W,N_L,P_W,P_L,Corner,Temperature,Power
0.1u,0.1u,0.400u,0.1u,TT,0,1.7763689606100523e-08
0.1u,0.1u,0.400u,0.1u,TT,70,2.6472484914976983e-08
0.1u,0.1u,0.400u,0.1u,FF,0,1.3451523644713292e-08
0.1u,0.1u,0.475u,0.1u,FF,70,3.8671444045667694e-08
0.1u,0.1u,0.475u,0.1u,FF,27,2.152516017503421e-08
0.1u,0.1u,0.475u,0.1u,TT,27,1.80026382299242e-08
0.1u,0.1u,0.475u,0.1u,TT,0,1.52655508601585e-08
0.1u,0.1u,0.475u,0.1u,TT,70,2.7884375156642224e-08
0.1u,0.1u,0.475u,0.1u,FF,0,1.1733227395201254e-08
0.1u,0.1u,0.375u,0.1u,FF,70,4.223828858672696e-08
0.1u,0.1u,0.375u,0.1u,FF,27,2.5609267935521858e-08
0.1u,0.1u,0.375u,0.1u,TT,27,1.933975268474188e-08
0.1u,0.1u,0.375u,0.1u,TT,0,1.8622272588295163e-08
0.1u,0.1u,0.375u,0.1u,TT,70,2.5892953729941992e-08
0.1u,0.1u,0.375u,0.1u,FF,0,1.4953225740118216e-08
0.1u,0.1u,0.575u,0.1u,FF,70,3.708638056636445e-08
0.1u,0.1u,0.575u,0.1u,FF,27,2.06872495437992e-08
0.1u,0.1u,0.575u,0.1u,TT,27,1.6757122528809963e-08
0.1u,0.1u,0.575u,0.1u,TT,0,1.2600617770765024e-08
0.1u,0.1u,0.575u,0.1u,TT,70,1.5825190468697465e-08
0.1u,0.1u,0.575u,0.1u,FF,0,1.2779621621425388e-08
0.1u,0.1u,0.525u,0.1u,FF,70,3.7648383986194446e-08
0.1u,0.1u,0.525u,0.1u,FF,27,2.080284093916702e-08
0.1u,0.1u,0.525u,0.1u,TT,27,1.726600293221018e-08
0.1u,0.1u,0.525u,0.1u,TT,0,1.3864500644194078e-08
0.1u,0.1u,0.525u,0.1u,TT,70,2.698794219933814e-08
0.1u,0.1u,0.525u,0.1u,FF,0,1.2113414073285916e-08
0.1u,0.1u,0.325u,0.1u,FF,70,4.51682471473932e-08
0.1u,0.1u,0.325u,0.1u,FF,27,2.9679278948052743e-08
0.1u,0.1u,0.325u,0.1u,TT,27,1.9104057721383632e-08
0.1u,0.1u,0.325u,0.1u,TT,0,1.9874569303508134e-08
0.1u,0.1u,0.325u,0.1u,TT,70,2.4472893026956525e-08
0.1u,0.1u,0.325u,0.1u,FF,0,1.91883202032852e-08
0.1u,0.1u,0.150u,0.1u,FF,70,2.456890401668689e-08
0.1u,0.1u,0.150u,0.1u,FF,27,4.261288129301971e-09
0.1u,0.1u,0.150u,0.1u,TT,27,2.3882553214531844e-10
0.1u,0.1u,0.150u,0.1u,TT,0,1.1621841046025848e-10
0.1u,0.1u,0.150u,0.1u,TT,70,3.15502450327439e-08
0.1u,0.1u,0.150u,0.1u,FF,00,2.126459101623869e-08
